Timestep,Lymphocytes,TriggeringCells,TumorCells,TumorCellsRad,DoomedCells,DoomedCellsRad,Lymphocytes DieProb,Tumor DieProbRad,Tumor DieProbImm,Tumor DivProb,SurvivingFractionTLast,PrimaryImmuneResponse,SecondaryImmuneResponse,ImmuneResponse,LymphocyteMigrationAttempted,ImmuneSuppression
54,103,446,232,0,23,0,0.045,0.0,0.010172277905079487,0.21479261569459776,1.0,0.007281543360299602,0.0028907345447798855,0.010172277905079487,11,0.51
55,111,445,240,0,23,0,0.045,0.0,0.009942072477797242,0.214842570272318,1.0,0.007007331888755969,0.002934740589041273,0.009942072477797242,12,0.51
56,118,444,249,0,25,0,0.045,0.0,0.009828820874049394,0.2148671458703313,1.0,0.006851055655491632,0.0029777652185577607,0.009828820874049394,12,0.51
57,126,443,253,0,27,0,0.045,0.0,0.009704958521103603,0.2148940240009205,1.0,0.0066852101825991194,0.003019748338504483,0.009704958521103603,12,0.51
58,132,442,267,0,27,0,0.045,0.0,0.009676052622602039,0.21490029658089535,1.0,0.006614763568884958,0.0030612890537170807,0.009676052622602039,13,0.51
59,138,441,276,0,27,0,0.045,0.0,0.009483028826211866,0.21494218274471202,1.0,0.006381662929298789,0.0031013658969130773,0.009483028826211866,13,0.51
60,147,440,289,0,27,0,0.045,0.0,0.009382877548823406,0.21496391557190533,1.0,0.006242309945452885,0.0031405676033705214,0.009382877548823406,14,0.51
61,154,439,299,0,27,0,0.045,0.0,0.009232447980360603,0.21499655878826174,1.0,0.006053862122858529,0.003178585857502073,0.009232447980360603,14,0.51
62,162,438,307,0,28,0,0.045,0.0,0.009133991217277362,0.2150179239058508,1.0,0.005918238819985778,0.003215752397291584,0.009133991217277362,15,0.51
63,168,437,322,0,30,0,0.045,0.0,0.009067353214781748,0.21503238435239236,1.0,0.005815082101890293,0.003252271112891455,0.009067353214781748,16,0.51
64,178,436,330,0,31,0,0.045,0.0,0.008920803567918374,0.2150641856257617,1.0,0.005633156233878163,0.00328764733404021,0.008920803567918374,16,0.51
65,193,435,346,0,30,0,0.045,0.0,0.008864291974611919,0.2150764486415092,1.0,0.005541841873605466,0.003322450101006452,0.008864291974611919,17,0.51
66,205,434,363,0,31,0,0.045,0.0,0.008725954626511361,0.21510646784604703,1.0,0.005369782292706711,0.0033561723338046503,0.008725954626511361,18,0.51
67,210,433,372,0,34,0,0.045,0.0,0.008589722522623494,0.2151360302125907,1.0,0.005200888608358354,0.003388833914265141,0.008589722522623494,18,0.51
68,220,432,384,0,34,0,0.045,0.0,0.008537666254800983,0.21514732642270817,1.0,0.0051166994678775715,0.003420966786923412,0.008537666254800983,19,0.51
69,233,431,399,0,34,0,0.045,0.0,0.008462024743454232,0.21516374063067042,1.0,0.005009597683081071,0.003452427060373161,0.008462024743454232,19,0.51
